competition_id,selling_season,selling_period,competitor_id,price_competitor,price,demand,competitor_has_capacity,calculation_duration,errors,__source_file,__revenue_proxy
3VKNei,1,40,AdaptableCrane,42.1,36.9,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,41,AdaptableCrane,30.1,36.7,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,42,AdaptableCrane,41.4,36.4,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,43,AdaptableCrane,56.9,36.0,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,44,AdaptableCrane,57.3,35.6,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,45,AdaptableCrane,65.6,35.1,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,46,AdaptableCrane,45.7,34.6,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,47,AdaptableCrane,42.5,34.0,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,48,AdaptableCrane,63.4,33.3,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,49,AdaptableCrane,42.4,32.7,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,50,AdaptableCrane,34.7,32.0,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,51,AdaptableCrane,43.2,31.2,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,52,AdaptableCrane,41.1,30.4,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,53,AdaptableCrane,38.3,29.6,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,54,AdaptableCrane,40.1,28.7,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,55,AdaptableCrane,64.6,27.8,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,56,AdaptableCrane,62.2,26.8,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,57,AdaptableCrane,39.5,25.9,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,58,AdaptableCrane,34.1,25.0,1,True,0.0,,duopoly_competition_details (10).csv,25.0
3VKNei,1,59,AdaptableCrane,38.4,24.1,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,60,AdaptableCrane,37.9,23.3,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,61,AdaptableCrane,37.4,22.4,1,True,0.0,,duopoly_competition_details (10).csv,22.4
3VKNei,1,62,AdaptableCrane,56.5,21.6,1,True,0.0,,duopoly_competition_details (10).csv,21.6
3VKNei,1,63,AdaptableCrane,37.1,20.9,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,64,AdaptableCrane,45.5,20.1,2,True,0.0,,duopoly_competition_details (10).csv,40.2
3VKNei,1,65,AdaptableCrane,36.7,19.4,3,True,0.0,,duopoly_competition_details (10).csv,58.199999999999996
3VKNei,1,66,AdaptableCrane,36.4,18.9,1,True,0.0,,duopoly_competition_details (10).csv,18.9
3VKNei,1,67,AdaptableCrane,36.1,18.4,1,True,0.0,,duopoly_competition_details (10).csv,18.4
3VKNei,1,68,AdaptableCrane,41.9,17.9,1,True,0.0,,duopoly_competition_details (10).csv,17.9
3VKNei,1,69,AdaptableCrane,56.2,17.4,1,True,0.0,,duopoly_competition_details (10).csv,17.4
3VKNei,1,70,AdaptableCrane,45.1,17.0,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,71,AdaptableCrane,36.7,16.5,2,True,0.0,,duopoly_competition_details (10).csv,33.0
3VKNei,1,72,AdaptableCrane,53.9,16.1,3,True,0.0,,duopoly_competition_details (10).csv,48.300000000000004
3VKNei,1,73,AdaptableCrane,69.8,15.8,3,True,0.0,,duopoly_competition_details (10).csv,47.400000000000006
3VKNei,1,74,AdaptableCrane,38.5,15.5,4,True,0.0,,duopoly_competition_details (10).csv,62.0
3VKNei,1,75,AdaptableCrane,38.4,15.3,1,True,0.0,,duopoly_competition_details (10).csv,15.3
3VKNei,1,76,AdaptableCrane,38.3,15.2,1,True,0.0,,duopoly_competition_details (10).csv,15.2
3VKNei,1,77,AdaptableCrane,38.3,15.0,7,True,0.0,,duopoly_competition_details (10).csv,105.0
3VKNei,1,78,AdaptableCrane,38.3,15.0,2,True,0.0,,duopoly_competition_details (10).csv,30.0
3VKNei,1,79,AdaptableCrane,38.2,15.0,2,True,0.0,,duopoly_competition_details (10).csv,30.0
3VKNei,1,80,AdaptableCrane,38.2,15.0,1,True,0.0,,duopoly_competition_details (10).csv,15.0
3VKNei,1,81,AdaptableCrane,38.3,15.0,5,True,0.0,,duopoly_competition_details (10).csv,75.0
3VKNei,1,82,AdaptableCrane,38.3,15.1,3,True,0.0,,duopoly_competition_details (10).csv,45.3
3VKNei,1,83,AdaptableCrane,38.3,15.2,2,True,0.0,,duopoly_competition_details (10).csv,30.4
3VKNei,1,84,AdaptableCrane,38.3,15.4,5,True,0.0,,duopoly_competition_details (10).csv,77.0
3VKNei,1,85,AdaptableCrane,38.4,15.6,2,True,0.0,,duopoly_competition_details (10).csv,31.2
3VKNei,1,86,AdaptableCrane,38.4,15.9,5,True,0.0,,duopoly_competition_details (10).csv,79.5
3VKNei,1,87,AdaptableCrane,38.5,16.2,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,88,AdaptableCrane,38.6,16.5,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,89,AdaptableCrane,40.0,16.8,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,90,AdaptableCrane,38.8,17.1,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,91,AdaptableCrane,38.8,17.3,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,92,AdaptableCrane,53.9,17.5,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,93,AdaptableCrane,39.2,17.6,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,94,AdaptableCrane,39.3,17.8,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,95,AdaptableCrane,39.3,17.9,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,96,AdaptableCrane,39.3,18.0,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,97,AdaptableCrane,39.3,18.1,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,98,AdaptableCrane,36.1,18.2,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,99,AdaptableCrane,39.3,18.2,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,1,100,AdaptableCrane,39.3,18.2,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,1,AdaptableCrane,43.1,34.0,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,2,AdaptableCrane,40.2,30.6,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,3,AdaptableCrane,40.2,27.5,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,4,AdaptableCrane,39.7,24.8,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,5,AdaptableCrane,63.8,22.3,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,6,AdaptableCrane,64.6,20.1,1,True,0.0,,duopoly_competition_details (10).csv,20.1
3VKNei,2,7,AdaptableCrane,59.9,18.7,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,8,AdaptableCrane,61.3,17.4,1,True,0.0,,duopoly_competition_details (10).csv,17.4
3VKNei,2,9,AdaptableCrane,62.8,16.5,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,10,AdaptableCrane,63.8,15.6,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,11,AdaptableCrane,64.9,14.7,1,True,0.0,,duopoly_competition_details (10).csv,14.7
3VKNei,2,12,AdaptableCrane,66.0,14.0,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,13,AdaptableCrane,66.8,13.3,1,True,0.0,,duopoly_competition_details (10).csv,13.3
3VKNei,2,14,AdaptableCrane,67.6,12.8,1,True,0.0,,duopoly_competition_details (10).csv,12.8
3VKNei,2,15,AdaptableCrane,39.1,12.3,4,True,0.0,,duopoly_competition_details (10).csv,49.2
3VKNei,2,16,AdaptableCrane,65.0,12.5,6,True,0.0,,duopoly_competition_details (10).csv,75.0
3VKNei,2,17,AdaptableCrane,64.4,13.4,3,True,0.0,,duopoly_competition_details (10).csv,40.2
3VKNei,2,18,AdaptableCrane,43.1,14.6,1,True,0.0,,duopoly_competition_details (10).csv,14.6
3VKNei,2,19,AdaptableCrane,60.6,16.1,1,True,0.0,,duopoly_competition_details (10).csv,16.1
3VKNei,2,20,AdaptableCrane,60.2,17.6,1,True,0.0,,duopoly_competition_details (10).csv,17.6
3VKNei,2,21,AdaptableCrane,57.7,19.4,1,True,0.0,,duopoly_competition_details (10).csv,19.4
3VKNei,2,22,AdaptableCrane,41.4,21.3,2,True,0.0,,duopoly_competition_details (10).csv,42.6
3VKNei,2,23,AdaptableCrane,48.0,23.6,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,24,AdaptableCrane,50.6,25.8,1,True,0.0,,duopoly_competition_details (10).csv,25.8
3VKNei,2,25,AdaptableCrane,45.6,28.3,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,26,AdaptableCrane,45.6,30.8,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,27,AdaptableCrane,56.1,33.2,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,28,AdaptableCrane,68.8,35.7,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,29,AdaptableCrane,45.7,38.0,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,30,AdaptableCrane,47.4,40.2,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,31,AdaptableCrane,44.4,42.4,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,32,AdaptableCrane,43.4,44.5,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,33,AdaptableCrane,55.3,46.5,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,34,AdaptableCrane,43.8,48.5,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,35,AdaptableCrane,43.0,50.3,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,36,AdaptableCrane,42.3,51.9,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,37,AdaptableCrane,41.7,53.5,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,38,AdaptableCrane,60.7,54.9,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,39,AdaptableCrane,43.2,56.2,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,40,AdaptableCrane,42.8,57.4,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,41,AdaptableCrane,42.4,58.5,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,42,AdaptableCrane,42.1,59.4,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,43,AdaptableCrane,41.8,60.1,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,44,AdaptableCrane,41.5,60.8,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,45,AdaptableCrane,52.8,61.2,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,46,AdaptableCrane,42.2,61.6,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,47,AdaptableCrane,42.1,61.8,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,48,AdaptableCrane,42.0,61.9,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,49,AdaptableCrane,65.1,61.9,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,50,AdaptableCrane,43.5,61.8,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,51,AdaptableCrane,43.5,61.5,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,52,AdaptableCrane,35.9,61.1,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,53,AdaptableCrane,41.3,60.5,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,54,AdaptableCrane,43.4,59.7,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,55,AdaptableCrane,43.6,58.8,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,56,AdaptableCrane,43.9,57.9,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,57,AdaptableCrane,44.2,56.8,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,58,AdaptableCrane,35.8,55.7,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,59,AdaptableCrane,54.0,54.5,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,60,AdaptableCrane,45.2,53.2,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,61,AdaptableCrane,39.0,51.8,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,62,AdaptableCrane,45.8,50.4,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,63,AdaptableCrane,46.2,49.0,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,64,AdaptableCrane,46.7,47.5,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,65,AdaptableCrane,47.2,45.9,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,66,AdaptableCrane,47.6,44.3,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,67,AdaptableCrane,48.1,42.6,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,68,AdaptableCrane,48.7,41.0,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,69,AdaptableCrane,49.2,39.3,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,70,AdaptableCrane,49.7,37.7,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,71,AdaptableCrane,50.2,36.0,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,72,AdaptableCrane,50.7,34.4,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,73,AdaptableCrane,37.2,32.8,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,74,AdaptableCrane,51.5,31.3,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,75,AdaptableCrane,51.9,29.7,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,76,AdaptableCrane,52.8,28.2,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,77,AdaptableCrane,38.2,26.7,1,True,0.0,,duopoly_competition_details (10).csv,26.7
3VKNei,2,78,AdaptableCrane,53.0,25.3,1,True,0.0,,duopoly_competition_details (10).csv,25.3
3VKNei,2,79,AdaptableCrane,53.2,24.1,3,True,0.0,,duopoly_competition_details (10).csv,72.30000000000001
3VKNei,2,80,AdaptableCrane,53.8,22.9,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,81,AdaptableCrane,54.1,21.8,2,True,0.0,,duopoly_competition_details (10).csv,43.6
3VKNei,2,82,AdaptableCrane,54.4,20.8,3,True,0.0,,duopoly_competition_details (10).csv,62.400000000000006
3VKNei,2,83,AdaptableCrane,54.7,20.0,2,True,0.0,,duopoly_competition_details (10).csv,40.0
3VKNei,2,84,AdaptableCrane,55.0,19.2,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,85,AdaptableCrane,43.6,18.4,2,True,0.0,,duopoly_competition_details (10).csv,36.8
3VKNei,2,86,AdaptableCrane,33.3,17.6,3,True,0.0,,duopoly_competition_details (10).csv,52.800000000000004
3VKNei,2,87,AdaptableCrane,59.1,17.0,1,True,0.0,,duopoly_competition_details (10).csv,17.0
3VKNei,2,88,AdaptableCrane,55.0,16.4,1,True,0.0,,duopoly_competition_details (10).csv,16.4
3VKNei,2,89,AdaptableCrane,42.6,15.8,1,True,0.0,,duopoly_competition_details (10).csv,15.8
3VKNei,2,90,AdaptableCrane,55.0,15.2,3,True,0.0,,duopoly_competition_details (10).csv,45.599999999999994
3VKNei,2,91,AdaptableCrane,30.2,14.7,3,True,0.0,,duopoly_competition_details (10).csv,44.099999999999994
3VKNei,2,92,AdaptableCrane,54.6,14.3,3,True,0.0,,duopoly_competition_details (10).csv,42.900000000000006
3VKNei,2,93,AdaptableCrane,54.7,13.9,3,True,0.0,,duopoly_competition_details (10).csv,41.7
3VKNei,2,94,AdaptableCrane,54.7,13.6,2,True,0.0,,duopoly_competition_details (10).csv,27.2
3VKNei,2,95,AdaptableCrane,54.8,13.3,0,True,0.0,,duopoly_competition_details (10).csv,0.0
3VKNei,2,96,AdaptableCrane,54.9,13.1,2,True,0.0,,duopoly_competition_details (10).csv,26.2
3VKNei,2,97,AdaptableCrane,55.0,12.8,2,True,0.0,,duopoly_competition_details (10).csv,25.6
3VKNei,2,98,AdaptableCrane,52.6,12.5,2,True,0.0,,duopoly_competition_details (10).csv,25.0
3VKNei,2,99,AdaptableCrane,33.1,12.3,2,True,0.0,,duopoly_competition_details (10).csv,24.6
3VKNei,2,100,AdaptableCrane,48.8,12.2,4,True,0.0,,duopoly_competition_details (10).csv,48.8
